ProjectID,Prj_Name,Prj_Description,MLocID,MLoc_Type,,River_Name,RiverMile,NavigationPool,NavMile,Latitude,Longitude,HRDAT_Name,HCMETH_Name,HUC_8,HUC_12,ActivityID,DateTime,TimeZone,Valid_Time,Activity_Type,Act_RelDepth,Act_Depth_Height,Act_Depth_Height_Unit,SCEQP_Name,ResultID,Result_Flag,Result_Qualifier,ResultValue,Result_Unit,Result_Lab_Name,Result_Lab_Comment,CharacteristicID,Type,ANLMTH_ID,ANLMTH_Name,ANLMTH_Desc,ANLMTH_Ref
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-009,River/Stream,Centerline upstream of I-55 (US Highway 66) bridge and downstream of Jackson Creek,Des Plaines River,5.13,Dresden Island,278,41.422159,-88.193122,NAD83,Interpolation-USACE Navigation Charts,7120004,71200041103,07-001137.2,8/17/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398059,,,10000,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-013,River/Stream,At Dresden Island L&D above dam,Illinois River,271.6,Dresden Island,271.6,41.3997,-88.2786,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050201,07-001249.2,8/17/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398395,,,1000,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-016,River/Stream,Centerline at Peacock Slough light and daymark #265.0,Illinois River,265,Marseilles,265,41.3617,-88.3942,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050201,07-001333.2,8/17/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398699,,,1300,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-018,River/Stream,Centerline at Hatcher light and daymark #261.6,Illinois River,261.6,Marseilles,261.6,41.348049,-88.45377,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050804,07-001389.2,8/17/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398889,,,1500,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-045,River/Stream,Centerline and upstream from left descending small water channel through barrier island to Sawyer Slough and downstream of right descending island,Illinois River,188,Peoria,188,41.0106,-89.4265,NAD83,Interpolation-USACE Navigation Charts,7130001,71300011202,07-000673.2,8/17/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,400576,,,40,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-047,River/Stream,Centerline at Chillicothe Island light #179.0,Illinois River,179,Peoria,179,40.8954,-89.4902,NAD83,Interpolation-USACE Navigation Charts,7130001,71300011702,07-000729.2,8/17/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,400730,,,21,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
3,ISWS Illinois River at Peoria Monitoring,"A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.",03-001,River/Stream,"Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory",Illinois River,161.6,Peoria,161.6,40.678339,-89.600783,NAD83,Interpolation-USACE Navigation Charts,7130003,71300030304,03-000680.3,8/23/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,392140,,,230,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-018,River/Stream,Centerline at Hatcher light and daymark #261.6,Illinois River,261.6,Marseilles,261.6,41.348049,-88.45377,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050804,07-001391.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398908,,,5600,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-016,River/Stream,Centerline at Peacock Slough light and daymark #265.0,Illinois River,265,Marseilles,265,41.3617,-88.3942,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050201,07-001335.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398709,,,100,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-013,River/Stream,At Dresden Island L&D above dam,Illinois River,271.6,Dresden Island,271.6,41.3997,-88.2786,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050201,07-001251.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398407,,,5100,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-009,River/Stream,Centerline upstream of I-55 (US Highway 66) bridge and downstream of Jackson Creek,Des Plaines River,5.13,Dresden Island,278,41.422159,-88.193122,NAD83,Interpolation-USACE Navigation Charts,7120004,71200041103,07-001139.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398071,,,4800,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-001,River/Stream,Centerline above Lockport L&D from 16th Street bridge. Bridge removed about 1978,Chicago Sanitary & Ship Canal,2.1,Lockport,292.1,41.5826,-88.0687,NAD83,Interpolation-USACE Navigation Charts,7120004,71200040706,07-000899.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,401136,,,400000,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-002,River/Stream,"Centerline below Lockport L&D, upstream of Des Plaines River confluence from Elgin Joliet and Eastern Railway bridge",Chicago Sanitary & Ship Canal,0,Brandon Road,290,41.5549,-88.0775,NAD83,Interpolation-USACE Navigation Charts,7120004,71200040706,07-000931.1,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,401284,,,350000,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-004,River/Stream,Centerline above Brandon Road L&D from McDonough Street bridge,Des Plaines River,13.35,Brandon Road,287.3,41.5161,-88.0886,NAD83,Interpolation-USACE Navigation Charts,7120004,71200040707,07-000991.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,401486,,,25000,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-006,River/Stream,Centerline below Brandon Road L&D from Brandon Road bridge,Des Plaines River,12.31,Dresden Island,285.8,41.5023,-88.1046,NAD83,Interpolation-USACE Navigation Charts,7120004,71200041103,07-001051.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,397807,,,6500,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-023,River/Stream,Above Marseilles Dam,Illinois River,247,Marseilles,247,41.322913,-88.707148,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050902,07-000026.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,399442,,,1200,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-026,River/Stream,Centerline at Marseilles Lock Upper light and daymark #247.3 downstream of rapids,Illinois River,243.7,Starved Rock,243.7,41.33225,-88.768316,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050903,07-000143.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,399037,,,490,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-030,River/Stream,Centerline upstream of right descending side channel,Illinois River,236.8,Starved Rock,236.8,41.3211,-88.8873,NAD83,Interpolation-USACE Navigation Charts,7130001,71300010201,07-000255.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,399427,,,60,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-032,River/Stream,Starved Rock L&D above dam,Illinois River,231.1,Starved Rock,231.1,41.3213,-88.9852,NAD83,Interpolation-USACE Navigation Charts,7130001,71300010203,07-000311.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,399613,,,220,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-034,River/Stream,Centerline upstream of Vermilion River confluence,Illinois River,226.9,Peoria,226.9,41.3206,-89.0607,NAD83,Interpolation-USACE Navigation Charts,7130001,71300010203,07-000367.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,399795,,,100,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-014,River/Stream,Centerline upstream of Elgin Joliet and Eastern Railway bridge at transmission lines,Illinois River,270.6,Marseilles,270.6,41.3956,-88.2965,NAD83,Interpolation-USACE Navigation Charts,7120005,71200050201,07-001279.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,398529,,,3400,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-039,River/Stream,Centerline at New York Central Bridge daymark #213.4,Illinois River,213.4,Peoria,213.4,41.311013,-89.289563,NAD83,Interpolation-USACE Navigation Charts,7130001,71300010804,07-000507.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,400181,,,100,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-043,River/Stream,Centerline downstream of Henry Lock light and daymark #197.0,Illinois River,196.9,Peoria,196.9,41.1147,-89.3378,NAD83,Interpolation-USACE Navigation Charts,7130001,71300010904,07-000619.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,400438,,,50,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-047,River/Stream,Centerline at Chillicothe Island light #179.0,Illinois River,179,Peoria,179,40.8954,-89.4902,NAD83,Interpolation-USACE Navigation Charts,7130001,71300011702,07-000731.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,400744,,,4,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
7,ISWS Upper Illinois Waterway Study,"Water quality data was obtained from field surveys made primarily during July, August, and September of 1971 and July 1972 on the upper part of the Illinois Waterway from Chillicothe (milepoint 179.0) to Lockport (milepoint 292.1). A limited amount of water quality data was collected during several days in late October and early November 1971, and bottom sediment oxygen demand characteristics were investigated during August through November 1972. A limited amount of information related to bacterial and algal characteristics of the upper waterway were also gathered. These data were collected to evaluate the relationship between oxygen demand and available DO resources within the waterway. (ISWS Report of Investigation 79, 1975).",07-045,River/Stream,Centerline and upstream from left descending small water channel through barrier island to Sawyer Slough and downstream of right descending island,Illinois River,188,Peoria,188,41.0106,-89.4265,NAD83,Interpolation-USACE Navigation Charts,7130001,71300011202,07-000675.2,8/25/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,400583,,,94,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
3,ISWS Illinois River at Peoria Monitoring,"A long-term monitoring program collecting water quality data on the Illinois River at Peoria Illinois from 1965-1994. Samples were collected weekly and analyzed for multiple WQ parameters, bacteria, and algal populations. Most samples were collected mid-morning. These data provide a historical long-term benchmark on water quality characteristics of the Illinois River at Peoria. Limited data collection continued until 1999.",03-001,River/Stream,"Right descending bank upstream of Cedar St. bridge (State Highways 29, 8, 116) at ISWS Peoria Laboratory",Illinois River,161.6,Peoria,161.6,40.678339,-89.600783,NAD83,Interpolation-USACE Navigation Charts,7130003,71300030304,03-000682.3,8/30/1971 0:00,,N,Sample-Routine,Near Surface,,,Glass Bottle/Sterilized,392176,,,150,cfu/100mL,ISWS Peoria Laboratory,,22,Water-Fecal Coliforms,9,Fecal Coliform Bacteria by MF,Membrane Filter (MF) technique,"American Public Health Association. 1971. Standard Methods for the Examination of Water and Wastewater. 13th edition, New York, NY."
