,index,Unnamed: 0,BlockNameBegin,BlockNameEnd,BlockNS,BlockEW,Time,NeighborhoodWatchSigns,WeCallPolice,TresspassingSign,DogSign,AlarmSystem, ForRent,ForSale,FallenTree,Construction,VacantLots,IllegalDumping,BoardedUp,NoSolicitation,Notes,Date,Surveyor,OfficialBoolean,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Latitude,Longitude,beat_number,ward_number,census_tract,CrimeCount (per beat)
122,122,122,68th/Kenneth,68th/Kostner,6800S,4400W,16:45,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/15/2015,Danica & Alison,TRUE,,,,,,41.76942035,-87.73349852,833,13,650500,1372
123,123,123,Kolin/68th,Kolin/69th,6800S,4300W,16:48,0,0,null,null,null,0,0,0,1,0,0,0,null,,7/15/2015,Danica & Alison,TRUE,,,,,,41.76944249,-87.7310496,833,13,650500,1372
124,124,124,Taylor/Miller,Miller/Cabrini,900S,1000W,10:30,0,0,null,null,null,2,2,0,2,0,0,0,null,,7/20/2015,Stacy and Denise,FALSE,,,,,,41.86949375,-87.65220604,1232,25,833300,994
125,125,125,Polk/Miller,Dead_End,700S,1000W,10:45,0,0,null,null,null,1,1,1,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.87186295,-87.65228575,1232,11,833300,994
126,126,126,Polk/May,Dead_End,800S,1100W,10:59,0,0,null,null,null,2,2,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,FALSE,,,,,,41.87181424,-87.65534579,1232,25,833300,994
127,127,127,Polk/Racine,Racine_Ave,800S,1200W,11:03,0,0,null,null,null,1,1,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.87177439,-87.65679831,1232,25,833300,994
128,128,128,Taylor/Racine,Taylor/Lytle,1000S,1200W,11:09,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.86941404,-87.65673631,1232,25,833300,994
129,129,129,Taylor/May,Dead_End,1000S,1100W,11:22,0,0,null,null,null,0,0,0,1,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.86945389,-87.65523951,1232,25,833300,994
130,130,130,Taylor/Lytle,Lytle/Greenshaw,1100S,1200W,11:32,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.86940075,-87.65828626,1231,28,283200,696
131,131,131,Throop/Fillmore,Fillmore/Loomis,1000S,1300W,11:43,0,0,null,null,null,1,1,1,0,0,0,0,null,,7/20/2015,Stacy and Denise,FALSE,,,,,,41.8685815,-87.65915866,1231,28,283200,696
132,132,132,Roosevelt/Loomis,Loomis/Washburne,1200S,1400W,11:50,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.867179,-87.660796,1231,28,283200,696
133,133,133,Washburne/Loomis,Washburne/Throop,1200S,1300W,11:59,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,FALSE,,,,,,41.86608387,-87.66150572,1233,25,842900,1006
134,134,134,Ada/Cabrini,Ada/Arthington,900S,800W,14:00,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.87125183,-87.66012848,1231,28,283200,696
135,135,135,Laflin/Taylor,Laflin_St.,960S,1400W,14:17,3,3,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.86932104,-87.66408749,1231,28,283100,696
136,136,136,Laflin/Polk,Laflin/Lexington,750S,1400W,14:24,4,4,null,null,null,0,0,0,1,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.87166368,-87.6641672,1231,28,283100,696
137,137,137,Laflin/Flournoy,Flournoy/Loomis,620S,1450W,14:30,4,4,null,null,null,0,0,0,2,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.87289035,-87.66418934,1231,28,832900,696
138,138,138,Lexington/Loomis,Loomis_Ave,730S,1400W,14:37,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,FALSE,,,,,,41.87253165,-87.66175814,1231,28,832900,696
139,139,139,Polk/Loomis,Dead_End,800S,1300W,14:40,2,2,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,FALSE,,,,,,41.87171,-87.662024,1231,28,283100,696
140,140,140,Throop/Van_Buren,Throop/Gladys,370S,1200W,14:58,1,1,null,null,null,0,0,0,1,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.87647294,-87.65939779,1231,28,832900,696
141,141,141,Jackson/Laflin,Laflin/Adam,230S,1500W,15:10,1,1,null,null,null,0,0,0,1,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.8776819,-87.66430891,1231,27,833100,696
142,142,142,Laflin/Monroe,Monroe_Ave,25S,1400W,15:25,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.88021052,-87.66435762,1224,27,833100,792
143,143,143,Aberdeen/Rundell,Aberdeen/Arcade,16S,1100W,15:23,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.88118035,-87.65469924,1232,25,833100,994
144,144,144,Quincy/Aberdeen,Aberdeen/Jackson,215S,1100W,15:32,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.878626,-87.65415,1232,25,833100,994
145,145,145,Madison/Carpenter,Carpenter/Washington,16S,1000W,15:45,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.88165419,-87.65319801,1232,25,833100,994
146,146,146,Carpenter/Washington,Washington/Sangamon,101N,1000W,15:46,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.88304028,-87.65320686,1224,25,833000,792
147,147,147,Morgan/Monroe,Morgan/Adam,100S,1000W,15:54,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.88041423,-87.65196691,1232,25,833100,994
148,148,148,Madison/Sangamon,Sangamon/Monroe,1S,900W,16:08,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,TRUE,,,,,,41.88171176,-87.65084652,1232,25,833100,994
149,149,149,Adam/Peoria,Peoria/Jackson,200S,900W,16:15,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,FALSE,,,,,,41.87918313,-87.64958885,1232,27,833100,994
150,150,150,Peoria/Jackson,Peoria/Van_Buren,300S,900W,16:20,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/20/2015,Stacy and Denise,FALSE,,,,,,41.87792103,-87.64955785,1232,25,833100,994
151,151,151,Fargo/Hoyne,Fargo/Seeley,7300N,2100W,15:04,0,0,null,null,null,2,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.01648181,-87.68298798,2424,49,10201,813
152,152,152,Fargo/Seeley,Fargo/Damen,7400N,2100W,15:05,0,0,null,null,null,3,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.0164641,-87.68165945,2424,49,10201,813
153,153,153,Damen/Fargo,Damen/Jarvis,7300N,2000W,15:07,0,0,null,null,null,2,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.016675,-87.680748,2424,49,10201,813
154,154,154,Damen/Fargo,Damen/Birchwood,7400N,2000W,15:13,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.0164331,-87.68042835,2424,49,10201,813
155,155,155,Winchester/Birchwood,Winchester/Howard,7600N,1900W,15:16,2,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.01791219,-87.67903783,2424,49,10201,813
156,156,156,Birchwood/Western,Birchwood/Claremont,7400N,2400W,14:18,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.01741178,-87.69017973,2411,50,20100,884
157,157,157,Jarvis/Claremont,Jarvis/Western,7300N,2400W,14:20,0,0,null,null,null,1,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.0156537,-87.68884677,2411,50,20100,884
158,158,158,Jarvis/Oakley,Dead_End,7350N,2300W,14:27,0,0,null,null,null,2,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.0156227,-87.68749611,2411,49,20100,884
159,159,159,Hamilton/Chase,Dead_End,7300N,2100W,14:33,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.01405061,-87.68496748,2411,49,20100,884
160,160,160,Oakley/Birchwood,Oakley/Howard,7600N,2300W,14:40,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.017288,-87.687743,2411,50,20100,884
161,161,161,Bell/Howard,Dead_End,7600N,2100W,14:42,0,1,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.015608,-87.686378,2411,49,20100,884
162,162,162,Ridge/Birchwood,Ridge/Fargo,7400N,2100W,14:49,0,0,null,null,null,1,0,1,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.0179609,-87.68444935,2424,49,10201,813
163,163,163,Ridge/Fargo,Ridge/Jarvis,7500N,2100W,14:54,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.01649067,-87.68427665,2424,49,20100,813
164,164,164,Oakley/Jarvis,Oakley/Birchwood,7400N,2300W,14:58,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,42.015474,-87.68781,2411,50,20100,884
165,165,165,Winchester/Ainslie,Winchester/Argyle,5000N,1900W,9:32,0,0,null,null,null,0,1,0,2,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.9706034,-87.67772702,2032,40,40402,327
166,166,166,Argyle/Winchester,Argyle/Wolcott,5000N,1800W,9:35,0,0,null,null,null,0,1,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.97243234,-87.67775801,2032,40,40402,327
167,167,167,Wolcott/Winona,Wolcott/Foster,5200N,1800W,9:40,0,0,null,null,null,0,0,0,2,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.97474397,-87.67633649,2032,40,40402,327
168,168,168,Carmen/Ashland,Carmen/Paulina,5100N,1600W,9:51,0,0,null,null,null,1,2,0,2,2,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.97433213,-87.66958758,2032,40,31000,327
169,169,169,Winnemac/Ravenswood,Winnemac/Ravenswood,5000N,1700W,10:00,0,0,null,null,null,0,2,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.9733623,-87.67484854,2032,40,40402,327
170,170,170,Winnemac/Hermitage,Winnemac/Paulina,5300N,1650W,10:04,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.9733933,-87.67271847,2032,40,31000,327
171,171,171,Hermatige/Ainslie,Hermatige/Lawrence,4900N,1700W,10:12,0,1,null,null,null,1,0,1,0,0,0,2,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.9718035,-87.67266976,2032,47,31000,327
172,172,172,Magnolia/Argyle,Magnolia/Gunnison,4800N,1200W,10:30,0,0,null,null,null,2,1,0,0,1,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.97266261,-87.66107616,2033,47,31100,358
173,173,173,Ainslie/Magnolia,Ainslie/Broadway,4800N,1200W,10:32,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.97143151,-87.66107616,2033,46,31100,358
174,174,174,Glenwood/Argyle,Dead_End,1300W,4900N,10:38,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.97260062,-87.66466761,2033,47,31100,358
175,175,175,Winnemac/Glenwood,Winnemac/Glenwood,5000N,1400W,10:42,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.9733623,-87.6646499,2033,47,31100,358
176,176,176,Winona/Lakewood,Winona/Broadway,5100N,1200W,10:48,0,0,null,null,null,1,0,0,4,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.975178,-87.659763,2033,48,31200,358
177,177,177,Winona/Broadway,Winona/Kenmore,5200N,1200W,10:54,1,1,null,null,null,0,0,0,0,0,0,1,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.97522224,-87.65983621,2033,48,31200,358
178,178,178,Glenwood/Foster,Glenwood/Berwyn,5200N,1400W,11:06,0,2,null,null,null,2,0,0,1,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.97627177,-87.66467647,2013,48,30800,447
179,179,179,Olive/Glenwood,Olive/Clark,5200N,1200W,11:18,6,1,null,null,null,0,1,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98452192,-87.6649156,2013,48,30500,447
180,180,180,Olive/Ashland,Olive/Hermatige,5300N,1600W,11:24,2,0,null,null,null,0,1,1,1,1,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98432264,-87.66984886,2012,40,30400,428
181,181,181,Rosehill/Paulina,Rosehill/Ashland,5800N,1600W,11:30,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.987009,-87.671527,2012,40,30400,428
182,182,182,Rosehill/Paulina,Rosehill/Ashland,5800N,1600W,11:38,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.987009,-87.671527,2012,40,30400,428
183,183,183,Glenwood/Norwood,Glenwood/Elmdale,6100N,1400W,11:53,0,1,null,null,null,2,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.99183324,-87.66516802,2433,48,30200,749
184,184,184,Thorndale/Lakewood,Thorndale/Magnolia,5900N,1300W,12:01,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98992016,-87.66261725,2013,48,30500,447
185,185,185,Thorndale/Broadway,Thorndale/Winthrop,5900N,1100W,13:03,0,0,null,null,null,1,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98993344,-87.66026576,2013,48,30500,447
186,186,186,Ardmore/Kenmore,Ardmore/Sheridan,5800N,1000W,13:09,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98733396,-87.65666989,2022,48,30601,334
187,187,187,Winthrop/Hollywood,Winthrop/BrynMawr,5600N,1200W,13:16,0,1,null,null,null,4,3,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98548288,-87.65796741,2022,48,30603,334
188,188,188,BrynMawr/Sheridan,BrynMawr/LakeShore,5400N,1000W,13:20,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98383108,-87.6551598,2022,48,30604,334
189,189,189,Catalpa/Kenmore,Catalpa/Sheidan,5500N,1000W,13:28,0,0,null,null,null,1,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98186044,-87.65652818,2023,48,30701,544
190,190,190,Balmoral/Kenmore,Balmoral/Winthrop,5300N,1100W,13:30,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98002264,-87.65646618,2023,48,30703,544
191,191,191,Balmoral/Winthrop,Balmoral/Broadway,5300N,1000W,13:34,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Alison/Ben,TRUE,,,,,,41.98001379,-87.65779913,2023,48,30703,544
192,192,192,Lawndale/85th_Pl,Lawndale/85th,8500S,3700W,11:27,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/21/2015,Abisola/Anthony,TRUE,,,,,,41.73772173,-87.71418618,834,18,700402,1267
193,193,193,84th/Hamlin,84th/Springfield,8400S,3800W,11:44,0,4,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74044078,-87.71674581,834,18,700402,1267
194,194,194,Karlov/86th,Kedvale/86th,8600S,4100W,12:02,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.73663234,-87.72389771,834,18,700302,1267
195,195,195,87th/Tripp,86th/Tripp,8700S,4200W,12:09,2,2,null,null,null,0,3,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.73475026,-87.72749801,834,0,822000,1267
196,196,196,84th/Kolin,83rd/Kolin,8400S,4300W,12:20,1,1,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74020165,-87.73009749,834,18,700302,1267
197,197,197,84th/Kildare,83rd/Kildare,8400S,4300W,12:25,2,2,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74023265,-87.72887968,834,18,700302,1267
198,198,198,83rd_Pl/Scottsdale,83rd_Pl/Kolmar,8300S,4600W,12:28,1,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74122018,-87.73474733,834,18,700302,1267
199,199,199,83rd_Pl/Kolmar,84th_Pl/Komar,8400S,4600W,12:41,1,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74130432,-87.73571716,834,18,700302,1267
200,200,200,84th_Pl/Kenton,83rd_Pl/Kenton,8400S,4600W,12:47,1,0,null,null,null,0,1,0,2,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.73872256,-87.73707668,834,18,700302,1267
201,201,201,Kilpatrick/83rd_Pl,Kilpatrick/83rd,8300S,4700W,12:56,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74126004,-87.73898976,834,18,700302,1267
202,202,202,Kilpatrick/82nd_Pl,Kilpatrick/82nd,8200S,4700W,13:00,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74274356,-87.73841849,834,18,700301,1267
203,203,203,Kilpatrick/Scottsdale,Knox/Scottsdale,8100S,4600W,13:04,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74664057,-87.73822807,834,18,700301,1267
204,204,204,Kilpatrick/Scottsdale,Kilpatrick/79th,7900S,4600W,13:12,2,1,null,null,null,0,1,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74664057,-87.73822807,834,18,700301,1267
205,205,205,79th/Kilbourn,77th_Pl/Kilbourn,7800S,4500W,14:53,3,3,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
206,206,206,Kenneth/77th_Pl,77th_Pl/Kostner,7700S,4400W,15:02,2,3,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.75252151,-87.73297596,834,18,700200,1267
207,207,207,77th_Pl/Kostner,79th/Kostner,7800S,4400W,15:05,6,2,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.75253036,-87.73173601,834,18,700200,1267
208,208,208,80th/79th_Pl,81st/79th_Pl,8000S,4400W,15:46,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
209,209,209,81st/Kildare,82nd_Pl/Kildare,8100S,4300W,16:00,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74560432,-87.72832612,834,18,700301,1267
210,210,210,82nd_Pl/Tripp,Crestline/Tripp,8200S,4200W,16:06,0,0,null,null,null,0,1,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74277013,-87.7294598,834,18,700301,1267
211,211,211,Crestline/Tripp,Crestline/82nd,8100S,4100W,16:16,2,2,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.7445105,-87.72701974,834,18,700301,1267
212,212,212,82nd/Crestline,82ndPl/82nd,8200S,4100W,16:28,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
213,213,213,82nd_Pl/Kedvale,82nd_Pl/81st_Pl,8100S,4000W,16:35,3,2,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.74285427,-87.72533694,834,18,700301,1267
214,214,214,80th_Pl/79th_Pl,Kedvale/80th_Pl,8000S,4200W,16:57,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
215,215,215,78th/Hamlin,78th/Ridgeway,7800S,3800W,17:17,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.75142326,-87.71826919,833,18,700200,1372
216,216,216,78th/Ridgeway,78th/Reilly,7800S,3700W,17:22,1,2,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.75133026,-87.71619669,833,18,700200,1372
217,217,217,Keeler/77th_Pl,78th/Keeler,7800S,4200W,17:46,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/22/2015,Abisola/Anthony,TRUE,,,,,,41.75266322,-87.72613849,834,18,700200,1267
218,218,218,23rd/Christina,Homan/Christina,2300S,3300W,10:16,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84991128,-87.7088278,1024,22,300800,1014
219,219,219,25th/Homan,26th/Homan,2500S,3300W,10:29,0,0,null,null,null,0,0,0,0,1,0,0,null,,7/24/2015,Gustavo/Danica,FALSE,,,,,,41.84626227,-87.70994819,1024,12,300800,1014
220,220,220,26th/Homan,27th/Homan,2600S,3300W,10:34,0,0,null,null,null,1,0,0,1,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84447319,-87.70989948,1024,12,300800,1014
221,221,221,30th/Trumbull,28th/Trumbull,2800S,3400W,11:31,0,0,null,null,null,0,1,0,1,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.83896423,-87.71097558,1032,22,301600,577
222,222,222,St._Louis/28th,Drake/28th,2800S,3500W,11:38,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84078431,-87.71222882,1032,22,301600,577
223,223,223,MIllard/27th,Lawndale/27th,2700S,3600W,11:54,0,0,null,null,null,0,0,0,0,0,0,1,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84253354,-87.71593984,1032,22,301701,577
224,224,224,Avers/27th,Springfield/27th,2700S,3800W,12:01,0,0,null,null,null,0,0,0,0,0,0,1,null,,7/24/2015,Gustavo/Danica,FALSE,,,,,,41.8424804,-87.72081996,1031,22,301701,1149
225,225,225,Springfield/27th,Harding/27th,2700S,3900W,12:04,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/24/2015,Gustavo/Danica,FALSE,,,,,,41.84244054,-87.72202891,1031,22,301701,1149
226,226,226,27th/Karlov,26/Karlov,2600S,4000W,12:10,0,1,null,null,null,0,0,0,1,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84237412,-87.72692674,1031,22,301803,1149
227,227,227,26th/Kildare,25th_Pl/Kildare,2500S,4300W,12:18,0,0,null,null,null,0,0,0,0,1,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.8441632,-87.731829,1013,22,301801,1003
228,228,228,Kildare/25th,Keeler/25th,2500S,4200W,12:27,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84599213,-87.73108946,1013,22,301801,1003
229,229,229,Keeler/25th,Pulaski/25th,2500S,4100W,12:32,0,0,null,null,null,0,0,0,2,1,0,0,null,,7/24/2015,Gustavo/Danica,FALSE,,,,,,41.84602313,-87.72947751,1013,22,301802,1003
230,230,230,Pulaski/25th,Springfield/25th,2500S,3900W,12:53,0,0,null,null,null,0,0,0,1,1,1,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
231,231,231,25th/Harding,24th/Harding,2400S,3900W,12:54,0,0,null,null,null,0,1,0,1,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84609399,-87.72337958,1013,22,300500,1003
232,232,232,Avers/25th,Hamlin/25th,2500S,3800W,13:03,1,0,null,null,null,1,0,0,0,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84613384,-87.72092624,1013,22,300500,1003
233,233,233,24th/Ridgeway,23rd/Ridgeway,2300S,3700W,13:09,0,0,null,null,null,0,0,0,2,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84799378,-87.71855703,1013,22,300600,1003
234,234,234,23rd/Hamlin,24th/Hamlin,2300S,3800W,13:13,1,1,null,null,null,0,1,0,1,1,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.84966329,-87.71983685,1013,22,300500,1003
235,235,235,Cermak/Avers,Dead_End,2200S,3800W,13:25,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.85159408,-87.72106795,1013,22,292400,1003
236,236,236,Avers/18th,Hamlin/18th,1800S,3800W,14:57,0,0,null,null,null,0,0,0,0,0,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.85709418,-87.72114766,1014,24,292400,1077
237,237,237,St_Louis/18th,Trumbull/18th,1800S,3400W,15:13,0,0,null,null,null,0,0,0,0,3,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
238,238,238,16th/Christina,15th/Christina,1500S,3300W,15:22,0,0,null,null,null,0,0,0,0,5,0,3,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
239,239,239,Homan/15th,Trumbull/15th,1500S,3400W,15:27,0,0,null,null,null,0,0,0,0,2,0,0,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.86086276,-87.7103556,1021,24,841500,1310
240,240,240,15th/Drake,Douglas/Drake,1400S,3500W,15:44,0,0,null,null,null,0,0,0,1,11,0,2,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.88425252,-87.63244777,122,42,839100,1395
241,241,241,Douglas/Ridgeway,15th/Ridgeway,1400S,3700W,16:07,0,0,null,null,null,0,0,1,0,1,0,1,null,,7/24/2015,Gustavo/Danica,TRUE,,,,,,41.86213372,-87.71894673,1011,24,838700,1684
