,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Type,Lat,Long
26943,Z239927,7/23/74,340,760,"CHEMICAL OXYGEN DEMAND, .25N K2CR2O7 (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13831,Z239926,7/23/74,940,19380,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9463,Z239927,7/23/74,530,82,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
1634,Z239927,7/23/74,95,74368,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
8602,Z240505,7/23/74,403,8.4,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
26718,Z240506,7/23/74,626,840,"NITROGEN,ORG. KJEL, BOT. DEPOS (MG/KG-N DRY WT)",MG/KG,Sediment,N/A Calculation,Water ,24.647017,-93.581543
8600,Z239926,7/23/74,403,8.4,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
8601,Z239927,7/23/74,403,8.4,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
9464,Z240505,7/23/74,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
26715,Z240506,7/23/74,561,810,"OIL& GREASE,FREON EXTR-IR METH,BOT.DEPOS(MG/KG)",MG/KG,Sediment,N/A Calculation,Water ,24.647017,-93.581543
26714,Z239927,7/23/74,561,130,"OIL& GREASE,FREON EXTR-IR METH,BOT.DEPOS(MG/KG)",MG/KG,Sediment,N/A Calculation,Water ,24.647017,-93.581543
1633,Z239926,7/23/74,95,73472,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
26717,Z239927,7/23/74,626,40,"NITROGEN,ORG. KJEL, BOT. DEPOS (MG/KG-N DRY WT)",MG/KG,Sediment,N/A Calculation,Water ,24.647017,-93.581543
9462,Z239926,7/23/74,530,58,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
1635,Z240505,7/23/74,95,75264,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
22540,Z240428,8/5/74,31501,20,"COLIFORM,TOT,MEMBRANE FILTER,IMMED.M-ENDO,",NS,Water,N/A Calculation,Water ,24.647017,-93.581543
1636,Z240428,8/5/74,95,37700,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
11995,Z240428,8/5/74,620,0.02,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9317,Z240428,8/5/74,510,36,"RESIDUE, TOTAL FIXED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11695,Z240428,8/5/74,615,0.01,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12791,Z240428,8/5/74,650,0.53,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
21962,Z240428,8/5/74,21,86,"TEMPERATURE, AIR (DEGREES FAHRENHEIT)",DEG F,Air,N/A Calculation,Water ,24.647017,-93.581543
10503,Z240428,8/5/74,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12351,Z240428,8/5/74,630,0.03,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water ,24.647017,-93.581543
9465,Z240428,8/5/74,530,42,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
8603,Z240428,8/5/74,403,8.2,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
5257,Z240428,8/5/74,310,2,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11152,Z240428,8/5/74,610,1.4,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12792,Z239720,8/7/74,650,0.03,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
10504,Z239720,8/7/74,535,6,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
1637,Z239720,8/7/74,95,74368,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
14521,Z239720,8/7/74,945,2576,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
1428,Z239720,8/7/74,70,0,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,Water ,24.647017,-93.581543
368,Z239721,8/7/74,11,81,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
9466,Z239720,8/7/74,530,11,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
26220,Z239720,8/7/74,680,11,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22699,Z239720,8/7/74,660,0.03,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22948,Z239720,8/7/74,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
367,Z239720,8/7/74,11,81,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
11153,Z239720,8/7/74,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11996,Z239720,8/7/74,620,0.03,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22482,Z239720,8/7/74,941,20250,"CHLORIDE, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
15472,Z239721,8/7/74,10,27.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
8604,Z239720,8/7/74,403,8.3,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
18890,Z239721,8/7/74,94,47500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
15471,Z239720,8/7/74,10,27.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
5689,Z239720,8/7/74,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
18889,Z239720,8/7/74,94,47500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
13147,Z239720,8/7/74,665,0.01,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13834,Z239720,8/7/74,940,17440,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22063,Z239720,8/7/74,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
5690,Z239721,8/7/74,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
2212,Z239721,8/7/74,300,5.6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2211,Z239720,8/7/74,300,5.7,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2213,Z239928,8/15/74,300,5.8,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
5691,Z239928,8/15/74,400,7.6,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
1429,Z239928,8/15/74,70,5,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,Water ,24.647017,-93.581543
15473,Z239928,8/15/74,10,28.3,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
369,Z239928,8/15/74,11,83,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
18891,Z239928,8/15/74,94,51000,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
22483,Z239928,8/15/74,941,21300,"CHLORIDE, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
372,Z239573,8/21/74,11,85.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
373,Z239574,8/21/74,11,85.5,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
15476,Z239573,8/21/74,10,29.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
15475,Z239572,8/21/74,10,29.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
15477,Z239574,8/21/74,10,29.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
9467,Z239571,8/21/74,530,14,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
15474,Z239571,8/21/74,10,30,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
5692,Z239571,8/21/74,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
370,Z239571,8/21/74,11,86,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
12793,Z239571,8/21/74,650,0.91,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2217,Z239574,8/21/74,300,6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2215,Z239572,8/21/74,300,6.3,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22949,Z239571,8/21/74,70507,0.16,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2214,Z239571,8/21/74,300,6.2,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13148,Z239571,8/21/74,665,0.297,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
371,Z239572,8/21/74,11,85.6,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
2216,Z239573,8/21/74,300,6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
1638,Z239571,8/21/74,95,40000,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
18895,Z239574,8/21/74,94,44000,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
5693,Z239572,8/21/74,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
5694,Z239573,8/21/74,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
13835,Z239571,8/21/74,940,16850,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22541,Z239571,8/21/74,31501,10,"COLIFORM,TOT,MEMBRANE FILTER,IMMED.M-ENDO,",NS,Water,N/A Calculation,Water ,24.647017,-93.581543
22700,Z239571,8/21/74,660,0.49,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
10505,Z239571,8/21/74,535,7,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
5695,Z239574,8/21/74,400,8.1,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
18892,Z239571,8/21/74,94,42000,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
18893,Z239572,8/21/74,94,43500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
18894,Z239573,8/21/74,94,43750,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
11154,Z239571,8/21/74,610,0,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
23433,Z239571,8/21/74,31616,10,"FECAL COLIFORM,MEMBR FILTER,M-FC BROTH, #/100ML",#/100ML,Water,N/A Calculation,Water ,24.647017,-93.581543
11997,Z239571,8/21/74,620,0.02,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
26221,Z239571,8/21/74,680,4,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
14522,Z239571,8/21/74,945,2770,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
8605,Z239571,8/21/74,403,8,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
5258,Z240429,9/10/74,310,2,"BIOCHEMICAL OXYGEN DEMAND (MG/L, 5 DAY - 20DEG C",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13149,Z240429,9/10/74,665,0.523,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
1639,Z240429,9/10/74,95,40000,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
9318,Z240429,9/10/74,510,84,"RESIDUE, TOTAL FIXED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11998,Z240429,9/10/74,620,0.01,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9468,Z240429,9/10/74,530,108,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12352,Z240429,9/10/74,630,0.04,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",MG/L,Water,353.2,Water ,24.647017,-93.581543
11696,Z240429,9/10/74,615,0.03,"NITRITE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
8606,Z240429,9/10/74,403,8.3,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
12794,Z240429,9/10/74,650,1.6,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
10506,Z240429,9/10/74,535,24,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11155,Z240429,9/10/74,610,1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
10507,Z240111,9/17/74,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
375,Z240112,9/17/74,11,82,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
374,Z240111,9/17/74,11,82.4,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
376,Z240113,9/17/74,11,81,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
15478,Z240111,9/17/74,10,28,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
15479,Z240112,9/17/74,10,27.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
15480,Z240113,9/17/74,10,27.2,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
5696,Z240111,9/17/74,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
22950,Z240111,9/17/74,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13150,Z240111,9/17/74,665,0.013,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
26222,Z240111,9/17/74,680,3,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2218,Z240111,9/17/74,300,6.5,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2219,Z240112,9/17/74,300,6.4,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2220,Z240113,9/17/74,300,5.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22064,Z240111,9/17/74,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
8607,Z240111,9/17/74,403,8.3,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
11999,Z240111,9/17/74,620,0.03,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
18898,Z240113,9/17/74,94,58000,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
18896,Z240111,9/17/74,94,53500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
13836,Z240111,9/17/74,940,21620,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22701,Z240111,9/17/74,660,0.03,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
11156,Z240111,9/17/74,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
5697,Z240112,9/17/74,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
5698,Z240113,9/17/74,400,8.3,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
18897,Z240112,9/17/74,94,53500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
12795,Z240111,9/17/74,650,0.04,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9469,Z240111,9/17/74,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
1640,Z240111,9/17/74,95,79291,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
14523,Z240111,9/17/74,945,2950,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
380,Z240261,9/19/74,11,82,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
22065,Z240258,9/19/74,32211,4,CHLOROPHYLL-A UG/L SPECTROPHOTOMETRIC ACID. METH,UG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
1641,Z240258,9/19/74,95,76608,"SPECIFIC CONDUCTANCE,LAB (UMHOS/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
26223,Z240258,9/19/74,680,5,"CARBON, TOTAL ORGANIC, NPOC (TOC), MG/L",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
15484,Z240261,9/19/74,10,27.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
15483,Z240260,9/19/74,10,27.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
15482,Z240259,9/19/74,10,27.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
15481,Z240258,9/19/74,10,29.8,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
2223,Z240260,9/19/74,300,6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12000,Z240258,9/19/74,620,0.03,"NITRATE NITROGEN, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2222,Z240259,9/19/74,300,6.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2221,Z240258,9/19/74,300,6.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
9470,Z240258,9/19/74,530,10,"RESIDUE, TOTAL NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13837,Z240258,9/19/74,940,20560,CHLORIDE (MG/L AS CL),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
12796,Z240258,9/19/74,650,0.06,"PHOSPHATE, TOTAL (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
13151,Z240258,9/19/74,665,0.02,"PHOSPHORUS, TOTAL, WET METHOD (MG/L AS P)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2224,Z240261,9/19/74,300,6,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
377,Z240258,9/19/74,11,85.6,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
8608,Z240258,9/19/74,403,8.4,PH (STANDARD UNITS) LAB,S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
11157,Z240258,9/19/74,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
18901,Z240260,9/19/74,94,51000,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
5701,Z240260,9/19/74,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
18900,Z240259,9/19/74,94,51500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
18899,Z240258,9/19/74,94,52000,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
5700,Z240259,9/19/74,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
378,Z240259,9/19/74,11,82,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
10508,Z240258,9/19/74,535,10,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
22951,Z240258,9/19/74,70507,0.01,"ORTHOPHOSPHATE PHOSPHORUS,DISS,MG/L,FILTER >15MIN",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
379,Z240260,9/19/74,11,82,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
5699,Z240258,9/19/74,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
14524,Z240258,9/19/74,945,2880,SULFATE (MG/L AS SO4),MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
18902,Z240261,9/19/74,94,51500,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
5702,Z240261,9/19/74,400,8.2,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
22702,Z240258,9/19/74,660,0.03,"PHOSPHATE, ORTHO (MG/L AS PO4)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
381,Z239929,9/27/74,11,80,"TEMPERATURE, WATER (DEGREES FAHRENHEIT)",DEG F,Water,N/A Calculation,Water ,24.647017,-93.581543
22484,Z239929,9/27/74,941,15700,"CHLORIDE, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
2225,Z239929,9/27/74,300,6.1,"OXYGEN, DISSOLVED (MG/L)",MG/L,Water,N/A Calculation,Water ,24.647017,-93.581543
15485,Z239929,9/27/74,10,26.7,"TEMPERATURE, WATER (DEGREES CENTIGRADE)",DEG C,Water,N/A Calculation,Water ,24.647017,-93.581543
1430,Z239929,9/27/74,70,30,"TURBIDITY, (JACKSON CANDLE UNITS)",JTU,Water,N/A Calculation,Water ,24.647017,-93.581543
5703,Z239929,9/27/74,400,7.5,PH (STANDARD UNITS),S.U.,Water,N/A Calculation,Water ,24.647017,-93.581543
18903,Z239929,9/27/74,94,33000,"SPECIFIC CONDUCTANCE,FIELD (US/CM @ 25C)",uS/cm,Water,N/A Calculation,Water ,24.647017,-93.581543
